domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
188. Nell'algoritmo del secchiello a gettoni: (1866), ,La capacità del secchiello è legata al massimo burst size., , ,B,"La dimensione del secchiello (B) rappresenta il numero massimo di token accumulabili. Poiché ogni byte trasmesso consuma un token, B determina la dimensione massima del ""burst"" (raffica) di dati che può essere trasmesso istantaneamente alla massima velocità."
189. Il protocollo RIP è caratterizzato da (1975), , , ,Frequenti instabilità e facilità nel creare percorsi di inoltro circolari,D,"(Duplicato) RIP è noto per la lenta convergenza e la tendenza a creare loop (routing loops) durante i guasti, mitigati solo parzialmente da tecniche come Split Horizon e Poison Reverse."
191. RIP is characterized by (2481), , ,"Frequent instability and inclination to create circular forwarding paths (i.e., routing loops)", ,C,(Duplicato in inglese) RIP soffre di instabilità e loop di routing.
192. Il protocollo RIP 'e imbustato: (2169), , , ,"In UDP, per questioni principalmente legate alla maggiore semplicità di sviluppo del software",D,"RIP usa UDP (porta 520) come trasporto. Essendo un protocollo applicativo nato in ambiente Unix (daemon routed), usare UDP era più semplice per gli sviluppatori rispetto a creare un protocollo IP nativo (come OSPF)."
193. Gli indirizzi IPv6 di tipo Site Local (2027), , , ,Sono deprecati ma possono comunque essere utilizzati,D,"Gli indirizzi Site-Local (fec0::) sono stati ufficialmente deprecati dall'IETF perché la definizione di ""sito"" era ambigua, ma si possono ancora trovare in vecchie configurazioni."
"194. Nel protocollo LTE, un canale fisico è (2696)",Insieme di risorse riservate per una data comunicazione, , , ,A,"In LTE, un canale fisico (Physical Channel) corrisponde a un insieme specifico di Elementi di Risorsa (tempo-frequenza) nella griglia OFDMA utilizzati per trasportare dati o segnalazione."
195. Le soluzioni di VPN (virtual private network) di livello 3 attraverso una dorsale MPLS sono caratterizzate da (1881), ,Buon livello di automatizzazione e integrazione tra la dorsale pubblica e le reti private., , ,B,"(Duplicato) MPLS L3VPN permette al provider di gestire il routing per conto del cliente, integrando la rete privata nella dorsale MPLS in modo automatizzato e scalabile."
196. Two stations A and B are interconnected via an Ethernet switch S. The MAC address of the network card of S to which station A is connected is used as the destination MAC address in an ethernet frame (2528), , ,"Sent from A to S, for example for management or configuration purposes", ,C,"Un host usa il MAC address dello switch come destinazione SOLO se vuole parlare direttamente CON lo switch (es. SSH, Telnet, SNMP). Per parlare con altri host, usa il MAC dell'altro host (o del router)."
198. Nel protocollo IPv6: (1884), , ,"Esiste la possibilità, per una stazione su un segmento di rete, di autoconfigurarsi attraverso l'ascolto di messaggi di Router Advertisement.", ,C,"IPv6 introduce SLAAC (Stateless Address Autoconfiguration): ascoltando i Router Advertisement periodici, un host può costruire il proprio indirizzo globale combinando il prefisso annunciato con il proprio Interface ID."
199. La tecnica di transizione IPv4-IPv6 denominata Address plus Port (A+P) prevede che: (2526), , ,il NAT sia posizionato sul CPE dell'utente, ,C,"In A+P (e MAP-E/T), il NAT44 viene spostato dal Carrier (CGNAT) al CPE dell'utente. A ogni utente viene assegnato lo stesso IP pubblico ma un range di porte diverso. Il CPE fa NAT usando solo quelle porte."
"200. In OSPF, un pacchetto di ""Database Description"": (2172)", , ,Permette ad un router che ha rilevato una nuova adiacenza con un altro router OSPF di conoscere gli LSA a lui mancanti, ,C,"I pacchetti DBD (Database Description) contengono i sommari (header) degli LSA. Confrontando i DBD ricevuti con il proprio database, un router capisce quali LSA gli mancano o sono obsoleti e li richiede esplicitamente (tramite LSR)."
201. Un frame IEEE 802.11 ha quattro indirizzi MAC di cui: (2714), , , ,Uno è l'indirizzo MAC dell'Access Point,D,"Il formato del frame 802.11 prevede fino a 4 indirizzi (Source, Destination, Transmitter, Receiver). L'indirizzo dell'Access Point (BSSID) è sempre presente, fungendo da Transmitter (in downlink) o Receiver (in uplink)."
202. The application of Frequency Hopping (FH) in a GSM network results in (2511), , ,"An increase of the communication quality, but with a reduction of the maximum number of users the cell can serve", ,C,"Il Frequency Hopping migliora la qualità del segnale (riducendo interferenze e fading tramite diversity), ma introduce un overhead di gestione che può leggermente ridurre l'efficienza spettrale complessiva o il numero massimo di canali disponibili."
203. Un Neutral Access Point 'e una particolare rete in cui: (2167), , ,Il collegamento tra gli apparati è realizzato a livello 2, ,C,Un NAP (o IXP) è tipicamente costituito da una struttura di switching Layer 2 (Ethernet) a cui i vari ISP collegano i propri router per fare peering direttamente tra loro.
204. Nella soluzione DS-Lite per la transizione IPv4-IP6 (2029),La funzionalità di NAT è realizzata per tutti gli utenti su opportuni dispositivi dell'ISP, , , ,A,"In DS-Lite, il CPE non fa NAT ma incapsula il traffico IPv4 in IPv6. Il NAT44 viene eseguito centralmente dall'ISP sull'AFTR (Large Scale NAT/CGNAT)."
205. In order to setup a label switched path (LSP) (2501),MPLS routers on the path must perform a mapping operation, , , ,A,"Per costruire un LSP, ogni router lungo il percorso deve mappare una classe di traffico (FEC) a un'etichetta in ingresso e un'etichetta in uscita (Label Binding/Mapping)."
207. La qualità del servizio può essere garantita sulle reti a pacchetto quando (2049), ,I nodi di rete mettano in atto opportuni meccanismi che regolano il servizio dei pacchetti (per esempio algoritmi di scheduling), , ,B,"Per garantire QoS in reti a commutazione di pacchetto (dove c'è contesa per le risorse), i router devono usare meccanismi di gestione delle code (Scheduling, Policing, Shaping) per prioritizzare il traffico sensibile."
"209. Quali di queste tecnologie è più adatta a gestire percorsi multipli verso la stessa destinazione (""multipath"")? (1913)", , ,Label Swapping, ,C,"MPLS (Label Swapping) permette di definire percorsi espliciti (Traffic Engineering) che possono differire dal percorso di routing IP standard, facilitando l'uso di percorsi multipli per il bilanciamento del carico."
210. Lo standard IPsec viene utilizzato nelle VPN (virtual private network) per (1897), , ,La realizzazione di tunnel attraverso una rete IP pubblica sul tramite i quali sia possibile trasportare pacchetti IP provenienti da o destinati ad una rete privata indipendentemente dal piano di indirizzamento utilizzato su tale rete privata., ,C,"IPsec in Tunnel Mode incapsula l'intero pacchetto IP originale. Questo permette di collegare reti private con indirizzamenti sovrapposti o arbitrari attraverso Internet, nascondendo la topologia interna."
211. A university has to design the IP net for two teaching labs: lab 1 (120 hosts) and lab2(64). Which config is definetly WRONG? (2713), , ,lab1: 192.168.0.0/25-lab2: 192.168.0.128/26, ,C,"Lab 1 serve 120 host: una /25 (128 indirizzi, 126 usabili) basta. Lab 2 serve 64 host: una /26 ha 64 indirizzi totali (62 usabili), quindi NON è sufficiente per 64 host fisici + gateway + broadcast."
"212. Nella fase finale di un algoritmo di routing di tipo Link State, ogni router: (1923)","Esegue l'algoritmo di Shortest Path First, utilizzando come input il Link State Database", , , ,A,"Una volta che il Link State Database (LSDB) è sincronizzato, ogni router esegue localmente l'algoritmo di Dijkstra (SPF) per calcolare l'albero dei percorsi minimi verso tutte le destinazioni."
213. Utilizzando l'algoritmo del secchiello a gettoni (o secchio bucato) di capacità B token e velocità di riempimento r token/s si riesce a controllare: (1896), ,"Il numero di pacchetti al secondo immessi non superi r, ed il massimo burst non superi B.", , ,B,Il Token Bucket limita la velocità media al tasso di riempimento 'r' e permette trasmissioni istantanee (burst) fino alla capacità del secchio 'B'.
215. Quale tra le seguenti definizioni è una novità dello standard UMTS? (2197), , , ,Macrodiversity,D,"In UMTS (W-CDMA), grazie al Soft Handover, un terminale può essere connesso simultaneamente a più stazioni base (NodeB). Il combinamento dei segnali da diverse stazioni base si chiama Macrodiversity."
"217. Un Network Provider considerato ""Tier-1"": (1929)", ,"è un Autonomous System collegato ad altri AS Tier-1 solamente con connessioni di tipo ""Peering"", ossia non a pagamento", , ,B,"Un ISP Tier-1 è una rete che raggiunge ogni altra rete su Internet esclusivamente tramite accordi di peering gratuito (settlement-free), senza dover pagare nessuno per il transito."
219. Gli indirizzi IPv6 Aggregatable Global Unicast sono: (2205), ,"Univoci a livello globale, sostanzialmente equivalenti agli indirizzi pubblici IPv4", , ,B,"Gli indirizzi Global Unicast (2000::/3) sono unici in tutta Internet e routabili globalmente senza NAT, equivalenti ai Public IP di IPv4."
220. When an IP router with complete multicast service support receives a packet related to a given multicast group (2595), , , ,Sends out a copy of the packet on all the ports useful to reach the destinations belonging to the multicast,D,"Un router multicast (usando PIM e IGMP) inoltra il traffico solo sulle interfacce dove ci sono ricevitori interessati (o altri router PIM con ricevitori a valle), costruendo un albero di distribuzione efficiente."
221. SSL-based VPN (Virtual Private Network) solutions are widely deployed because (2514),They do not have any problems when packets go through a NAT (Network Address Translation) function on their path to their destination., , , ,A,"Le SSL VPN usano HTTPS (TCP/443), che attraversa i NAT e i Firewall senza problemi, a differenza di IPsec/ESP che richiede configurazioni specifiche (NAT-T) per funzionare dietro un NAT."
222. Gli indirizzi IPv6 di tipo Private (1967),"Sono definiti in modo tale da essere univoci con elevata probabilità, ma non possono comunque essere utilizzati a livello globale", , , ,A,"Si riferisce agli Unique Local Addresses (ULA, fc00::/7). Sono generati con un algoritmo pseudo-casuale per essere globalmente unici (alta probabilità) ma non sono routabili su Internet, usati per comunicazioni private interne (simili ai privati IPv4)."
224. Due reti IP 130.192.0.0/24 e 130.192.2.0/24 sono aggregabili in: (2025), , , ,130.192.0.0/22,D,"Le reti 0.0 e 2.0 non sono contigue in un blocco /23. La più piccola supernet che le contiene entrambe è la 130.192.0.0/22 (che comprende 0.0, 1.0, 2.0, 3.0)."
227. Il protocollo GRE serve per: (1882),"Incapsulare i pacchetti in altre intestazioni IP, in modo da poterle inviare su un tunnel.", , , ,A,"GRE (Generic Routing Encapsulation) è un protocollo di tunneling puro che incapsula pacchetti di vari protocolli dentro IP, ma non fornisce cifratura (a meno che non sia usato con IPsec)."
228. In topology-based control-driven label binding: (2203), , ,"Un LSP viene creato a seguito dell'identificazione di un percorso verso una destinazione (in altre parole, viene creato un LSP per ogni destinazione scoperta)", ,C,"In questo modo (tipico di LDP), le etichette vengono assegnate e distribuite automaticamente non appena il protocollo di routing impara una nuova destinazione (route), creando un LSP per ogni prefisso IP nella tabella di routing."
"229. Un ""Internal Router"" OSPF in un'area mantiene nell'archivio di LSA: (1934)", , ,La descrizione dettagliata della topologia dell'area di cui il router fa parte e i sommari di tutte le destinazioni presenti nel dominio di routing OSPF, ,C,"Un router interno ha il LSDB completo della propria area (Type 1 e 2 LSA) e riceve dagli ABR i Summary LSA (Type 3) che elencano le reti raggiungibili nelle altre aree, senza conoscerne la topologia interna."
230. 1. Due stazioni A e B appartengono alla stessa rete fisica e hanno rispettivamente indirizzi IP 130.192.1.1/25 e 130.192.1.129/24 (2624), , ,A comunica con B solo attraverso un router, ,C,"(Variante domanda 183) A (/25) vede B (129) come esterno -> manda al router. B (/24) vede A (1) come interno -> manda ARP. Poiché l'andata richiede il router, la comunicazione dipende dal router. La risposta C è la corretta."
232. When the link between two MPLS routers deploys a layer 2 protocol that supports virtual connections (such as ATM and Frame Relay) (2515), , , ,The most external MPLS label is carried inside the layer 2 header.,D,"Su tecnologie orientate alla connessione come ATM o Frame Relay, l'etichetta MPLS viene spesso mappata direttamente nell'identificatore del circuito Layer 2 (VPI/VCI o DLCI) per sfruttare l'hardware di commutazione esistente."
233. Il protocollo PPTP viene utilizzato di solito per: (1875),Permettere di creare un tunnel in una VPN di accesso., , , ,A,"PPTP è stato uno dei primi protocolli usati per le VPN di accesso remoto (client-to-site), permettendo agli utenti di connettersi alla rete aziendale via Internet. Oggi è considerato insicuro."
"235. In OSPF, un pacchetto di ""Link State Update"": (2174)","Viene utilizzato anche nella procedura di Exchange per lo scambio di tutti gli LSA posseduti dai router, e trasporta ogni LSA in forma completa", , , ,A,LSU è il pacchetto che trasporta effettivamente gli LSA completi. Viene usato sia per diffondere nuovi aggiornamenti (flooding) sia per inviare gli LSA richiesti durante la sincronizzazione iniziale del database.
237. The Layer 3 VPN (virtual private network) solutions based on MPLS are characterized by (2540),A good level of automation and integration between the public backbone and private networks, , , ,A,"(Duplicato) Le L3VPN MPLS scalano bene e automatizzano la connettività any-to-any grazie a BGP, rendendo l'integrazione tra le sedi clienti e il backbone molto efficiente."
238. Una differenza del protocollo di routing OSPF rispetto all'IGRP è che: (1932),OSPF è gerarchico, , , ,A,"OSPF struttura la rete in Aree (Area 0 backbone, aree periferiche) per limitare il flooding e ridurre le tabelle di routing (scalabilità gerarchica). IGRP è un protocollo piatto (flat)."
239. E' possibile l'instaurazione di un loop in una rete che utilizza un routing di tipo Link State? (1922),Si, , , ,A,"Sì, durante il transitorio (convergenza). Sebbene l'algoritmo SPF sia matematicamente privo di loop, i router aggiornano le tabelle in tempi leggermente diversi. In quei millisecondi di disallineamento, possono formarsi micro-loop temporanei."
240. uno dei motivi che sta favorendo la diffusione di ipv6 è (2156), ,possibile inefficienza dell'indirizzamento ipv4 privato, , ,B,"(Duplicato) L'uso massiccio di NAT e indirizzi privati rompe la connettività end-to-end e complica certe applicazioni, spingendo verso IPv6."
241. The IPv6 Aggregatable Global Unicast addresses are (2614), ,Globally unique. substantially equivalent to the IPv4 public addresses, , ,B,(Duplicato) Sono indirizzi pubblici globalmente unici.
242. Un protocollo usato in MPLS per la distribuzione delle label è: (1980), , , ,BGP,D,"BGP (con estensioni per le famiglie di indirizzi etichettati) è uno dei protocolli standard per distribuire etichette, specialmente per VPN e Inter-AS MPLS."
243. Lo schema di indirizzamento IPv6: (1886), , ,"Prevede che i primi 64 bit di un indirizzo siano normalmente identificati come il prefisso di rete, almeno sulle LAN.", ,C,Lo standard IPv6 raccomanda fortemente l'uso di prefissi /64 per tutte le sottoreti LAN per permettere il funzionamento di SLAAC e altri meccanismi.
244. In quale situazione possibile che un pacchetto abbia due intestazioni IP? (1893), , , ,Il pacchetto è nella rete pubblica in transito su un tunnel IP che collega due segmenti di una VPN basata su IP.,D,"Nel tunneling IP-in-IP (o GRE, IPsec Tunnel Mode), il pacchetto originale viene incapsulato dentro un nuovo pacchetto IP di trasporto, risultando in due header IP (inner e outer)."
"245. Relativamente a un Autonomous System, quali di queste affermazioni è falsa: (2703)",è una subnet configurata attraverso algoritmi di routing statico, , , ,A,"Un AS è un dominio di routing complesso gestito da un'unica entità che usa protocolli dinamici (IGP all'interno, EGP all'esterno), non una semplice subnet statica."
246. Le reti ottiche sono caratterizzate in modo specifico e univoco dall'uso di apparati in grado di: (1982), ,Commutare un canale ottico da una porta di ingresso ad una porta di uscita, , ,B,"La caratteristica distintiva delle reti ""All-Optical"" è la capacità di commutare la luce (lambdas) direttamente, senza convertirla in elettricità nei nodi intermedi."
"247. La modalità di funzionamento ""Tunnel mode"" di IPsec prevede che vanga criptato: (2035)", ,"L'intestazione IP, l'intestazione TCP/UDP e il payload del pacchetto interno", , ,B,"(Duplicato) In Tunnel Mode viene cifrato tutto il pacchetto originale (Header IP + Dati), proteggendo anche gli indirizzi IP originali."
249. L'indirizzo IPv6 FE80::0201:06FF:FEA5:3A4C è: (1968),Un indirizzo utilizzabile da un host con MAC address 00:01:06:A5:3A:4C per le comunicazioni con un altro host sullo stesso link, , , ,A,L'indirizzo inizia con FE80 (Link-Local). La parte host è derivata dal MAC (EUI-64). È valido solo per comunicazioni locali.
250. The basic ideal of MPLS (Multi-Protocol Label Switching) consists in (2593), , ,Association a label to each packet so that the destination can identify the data flow the packet belongs to., ,C,L'idea base è associare un'etichetta corta al pacchetto. I router usano solo l'etichetta per decidere velocemente il forwarding (Label Swapping).
251. per l'instaurazione di un LSB è indispensabile che (2160), , , ,i router mpls sul percorso eseguano un' operazione di mapping,D,(LSB sta probabilmente per LSP/Label Switched Path o Label Setup). La condizione fondamentale è che ogni router mappi una FEC a un'etichetta (Mapping).
252. The Integrated IS-IS protocol (2484), ,Is a protocol based on the link state routing algorithm widely used in large networks, , ,B,Integrated IS-IS è un robusto protocollo Link State (IGP) usato massicciamente nelle reti dei Service Provider.
254. due stazioni A e B hanno rispettivamente 130.192.1.1/25 e 130.192.1.100/24 (2161),comunica direttamente con B e viceversa, , , ,A,"A (/25, range 0-127) vede B (100) come locale. B (/24, range 0-255) vede A (1) come locale. Entrambi si vedono locali, quindi comunicano direttamente."
255. An Autonomous System: (2537), ,is a set of subnets with a short topological proximity and managed by a single organization unit, , ,B,Un AS è un gruppo di reti gestite da un'unica organizzazione. È identificato da un ASN (Autonomous System Number) assegnato dallo IANA/RIR (non calcolato automaticamente).
256. Due host collegati ad una rete switch ethernet attraverso porte configurate in modalità Access: (1960), , , ,"Se appartengono a VLAN diverse, è possibile che riescano a comunicare anche se collegati a switch diversi e le porte degli switch sono configurate in modo access",D,"(Duplicato domanda 155) Se collego due porte access di VLAN diverse con un cavo, il traffico passa non taggato e le VLAN si fondono, permettendo la comunicazione (errore di design)."
257. Le soluzioni per la realizzazione di VPN (virtual private network) di livello 3 attraverso una dorsale MPLS sono caratterizzate da (1868), ,Elevata scalabilità, , ,B,"Le MPLS VPN scalano molto meglio delle VPN basate su tunnel mesh (IPsec) perché l'aggiunta di un nuovo sito richiede configurazione solo sul router PE locale, non su tutti gli altri siti."
259. Le reti ottiche si basano sull'utilizzo di (1900), , ,Apparati in grado di commutare un segnale elettromagnetico ad una certa frequenza portante nel campo dell'ottica da una porta di ingresso ad una porta di uscita, ,C,Definizione di Optical Cross-Connect (OXC): commutare il segnale ottico fisico.
260. fixing cell size G and DECREASING radius R (2152),capacity increase, , , ,A,"Ridurre il raggio delle celle (R) mantenendo l'area totale costante significa avere più celle (celle più piccole = microcelle). Più celle significano più canali totali riutilizzabili nell'area, quindi un aumento della capacità del sistema."
261. The IPv6 address FE80::0201:06FF:FEA5:3A4C is: (2482), ,An address that can be used on a host with MAC address 00:01:06:A5:3A:4C for communicating with another host on the same link, , ,B,(Duplicato) Indirizzo Link-Local valido per l'host con quel MAC.
"262. With respect to previous solutions, The Long Term Evolution (LTE) technology is characterized, among the other things, by (2505)", , , ,"The usage of an ""all-IP"" network architecture with shared communication channels",D,"LTE (4G) abbandona completamente la commutazione di circuito (CS) usata per la voce in 2G/3G, adottando un'architettura interamente a pacchetto (All-IP) sia per dati che per voce (VoLTE)."
263. tabella di filtering di una VLAN: (1948), ,Si può aggiornare manualmente o automaticamente con appositi protocolli, , ,B,"Le VLAN possono essere propagate e gestite dinamicamente tramite protocolli come VTP, MVRP o GVRP."
264. La tecnica di transizione IPv4-IPv6 denominata DS-lite prevede che: (2201), , , ,II NAT sia posizionato sull'Address Family Translation Router (AFTR),D,(Duplicato) In DS-Lite il NAT è centralizzato presso l'ISP (AFTR).
266. A host A with IP address 130.192.225.79/24 sends an ARP Request on the local network in order to learn the MAC address of a host with IP address 130.192.225.1/26. The corresponding ARP Reply sent from B (2517), , , ,Is sent to the MAC address of A,D,"B (130.192.225.1/26) riceve la richiesta ARP da A (130.192.225.79). 79 non è nella subnet di B (/26 arriva a 63). Tuttavia, B *ha ricevuto* la richiesta ARP. Se B risponde, la risposta ARP è unicast diretta al MAC del richiedente (A). (Nota: Alcuni stack IP potrebbero ignorare la richiesta se la sorgente è fuori subnet, ma la risposta standard da test è che la Reply è diretta al MAC sorgente)."
"267. Relativamente a soluzioni di VPN basate su SSL (Secure Socket Layer), quale di queste affermazioni è falsa? (2208)", , , ,Esistono soluzioni standard,D,"A differenza di IPsec che è uno standard IETF rigoroso, le SSL VPN sono state implementate in modi proprietari e diversi da vari vendor per anni (anche se ora esistono protocolli come OpenVPN o SSTP)."
268. L'inoltro di pacchetti Ipv6 su una LAN: (1904), , , ,Non fa uso di meccanismi di neighbor discovery per quanto riguarda l'inoltro di pacchetti IPv6 multicast in quanto esiste una regola per mappare questi indirizzi IPv6 in un indirizzo MAC.,D,"Per i pacchetti Multicast, non si usa NDP/ARP per trovare il MAC. Il MAC destinazione viene generato algoritmicamente (33:33:xx:xx:xx:xx) a partire dall'indirizzo IP multicast."
269. Nel protocollo OSPF a regime tutti i router hanno in memoria: (1936), ,La base di dati descrivente l'area cui appartengono, , ,B,"Tutti i router in un'area hanno lo stesso LSDB (Topology Map) di quell'area. (Non lo stesso albero SPF, perché la radice cambia per ogni router)."
270. Nel protocollo OSPF i router connessi ad una stessa LAN vengono rappresentati nel grafo che descrive la rete come: (1935), ,Una struttura di connessioni logiche di forma stellare, , ,B,La rete LAN è rappresentata da un nodo fittizio (pseudonodo) gestito dal Designated Router. Tutti i router fisici sono connessi a stella a questo pseudonodo.
542. Il protocollo BGP è utilizzato in Internet per (1973),Lo scambio di informazioni tra router che appartengono ad autonomous system diversi, , , ,A,BGP (Border Gateway Protocol) è il protocollo standard de facto per il routing Inter-AS su Internet.
"274. The IPsec ""Tunnel Mode"" encompasses the encryption of","The IP header, TCP/UDP header, and payload of the internal packet", , , ,A,"In 'Tunnel Mode', IPsec cifra l'intero pacchetto originale (incluso il suo header IP) e lo incapsula in un nuovo pacchetto IP. Questo protegge l'identità degli indirizzi interni."
"275. Two hosts A and B belong to the same physical network and have IP addresses 130.192.1.1/25 and 130.192.1.129/24, respectively.", , ,A can communicate with B only by means of a router, ,C,"A (/25) vede B (129) come esterno (subnet 0-127), quindi invia al router. B (/24) vede A (1) come interno (subnet 0-255), quindi invia ARP. Poiché il percorso di andata richiede un router, la comunicazione dipende dal router."
277. In the DS-Lite solution for the IPv4-IPv6 transition, , ,The NAT feature is implemented for all users on proper ISP devices, ,C,"In DS-Lite, il NAT IPv4 viene spostato dal router utente (CPE) alla rete dell'operatore (AFTR), che esegue un CGNAT (Carrier Grade NAT) centralizzato per molti utenti."
278. The metric (cost) used by a routing algorithm, , ,Expresses the weight assigned to a link (channel) in the path selection, ,C,"La metrica è un valore numerico (peso) assegnato ai link. I protocolli di routing cercano il percorso con la somma dei pesi minore (o maggiore, a seconda della metrica)."
279. BGP is used in the Internet for, , , ,The exchange of routing information between routers belonging to different autonomous systems,D,"Il BGP (Border Gateway Protocol) è il protocollo fondamentale di Internet per scambiare informazioni di raggiungibilità (rotte) tra diversi sistemi autonomi (ISP, grandi aziende)."
282. Two IP networks 130.192.0.0/24 and 130.192.2.0/24 can be aggregated in:, , ,130.192.0.0/22, ,C,"Le reti 0.0/24 e 2.0/24 non sono contigue (manca la 1.0 per fare una /23). L'aggregazione minima che le copre entrambe è la 130.192.0.0/22 (che include 0.0, 1.0, 2.0, 3.0)."
284. RSVP (Resource reSerVation Protocol) allows:, , ,Routers to know the requirements of an application in terms of quality of service, ,C,RSVP è un protocollo di segnalazione usato dalle applicazioni per richiedere e prenotare risorse specifiche (QoS) ai router lungo il percorso dei dati.
"285. In DiffServ, a ""class of service"" identifies:","A set of packets that are handled the same way by routers (for example, all VoIP traffic)", , , ,A,"In DiffServ, i pacchetti sono marcati con un codice (DSCP) che li assegna a una 'Classe'. Tutti i pacchetti della stessa classe ricevono lo stesso trattamento (priorità, banda) dai router."
286. The importance of MPLS (multi-protocol label switching) in today's and future computer networks stems from the possibility to,Have a single control plan for different switching technologies, , , ,A,"MPLS permette di usare un unico piano di controllo (IP Routing) per gestire il forwarding su diverse tecnologie di trasporto (Ethernet, ATM, Frame Relay), unificando la rete."
"288. In the MPLS (multi-protocol label switching) architecture, LSPs (label switched paths)", , ,Are set up by network nodes that agree on the labels to be used for packets belonging to a specific forwarding equivalence class (FEC), ,C,Un LSP è il percorso logico creato attraverso la rete MPLS. Viene stabilito quando i router concordano (tramite protocolli come LDP) sulle etichette da usare per una certa destinazione (FEC).
289. The operations that an MPLS router can perform on labels are:, ,"Add a label in most external position of the MPLS header (PUSH), remove a label from most external position in the MPLS header (POP), change the content of the external label (SWAP).", , ,B,"MPLS gestisce le etichette come una pila (stack). Le operazioni ammesse sono Push (aggiungi in cima), Pop (rimuovi dalla cima) e Swap (sostituisci quella in cima)."
291. In an IPv4 network, , ,A host can be reached by a multicast packet related to a specific group even if it did not join that group before, ,C,"Su reti Ethernet, il traffico multicast può essere inoltrato come broadcast (flooding) dagli switch. Quindi un host può ricevere fisicamente il pacchetto anche se non l'ha richiesto (lo scarterà poi il software)."
292. The Neighbor Discovery procedure in IPv6,Is based on a multicast ICMPv6 packet, , , ,A,"Neighbor Discovery (NDP) sostituisce ARP. Usa messaggi ICMPv6 inviati a indirizzi Multicast specifici (Solicited-Node), evitando il broadcast inefficiente."
294. IPv6 Private addresses, ,"Are defined in such a way that they are globally unique with high probability, but they cannot anyway be used on a global level", , ,B,"Si riferisce agli indirizzi 'Unique Local' (ULA). Sono generati casualmente per evitare conflitti se si uniscono reti, ma non sono routabili su Internet pubblica."
295. IPv6 Site Local addresses, ,Are deprecated but they can be used in IPv6 networks, , ,B,Gli indirizzi Site-Local sono stati deprecati (sostituiti dagli ULA) ma possono ancora trovarsi in vecchie configurazioni.
"306. Si consideri una topologia ad anello (A-B-C-D). Con algoritmo flooding, se A invia a D, quante copie arrivano a D?", , , ,E' proporzionale al valore del campo Time To Live presente nel pacchetto,D,"In un anello senza meccanismi di stop (come la memoria dei pacchetti visti), il flooding fa girare i pacchetti all'infinito finché il TTL non scade. D riceverà molte copie."
307. L'importanza di MPLS nelle reti odierne deriva dalla possibilità di, , ,Realizzare facilmente ed efficacemente ingegnerizzazione del traffico (traffic engineering), ,C,MPLS Traffic Engineering (MPLS-TE) permette di spostare il traffico su percorsi non standard per ottimizzare l'uso della banda.
311. Per l'instaurazione di un LSP è indispensabile che, , , ,i router mpls sul percorso eseguano un' operazione di mapping,D,"Per creare un percorso (LSP), ogni router deve mappare una classe di traffico (FEC) a un'etichetta specifica."
315. Indicate the false claim about the Link State algorithm, ,The RIP (Routing Information Protocol) protocol is based on the Link State algorithm, , ,B,"RIP è un protocollo Distance Vector, non Link State. Questa è l'affermazione falsa."
318. Data una rete composta da diversi reti fisiche... è possibile realizzare un piano di indirizzamento ottimizzato..., , ,Dividendo la rete in aree e definendo range di indirizzi distinti da utilizzare in ciascuna di quelle aree, ,C,"L'assegnazione gerarchica (per aree) permette l'aggregazione delle rotte (summarization), riducendo le tabelle di routing."
320. L'High speed packet access (HSPA):, , ,Utilizza canali condivisi per ridurre lo spreco di risorse, ,C,"HSPA introduce canali condivisi ad alta velocità che vengono assegnati dinamicamente agli utenti, migliorando l'efficienza rispetto ai canali dedicati."
326. Utilizzando l'algoritmo del secchiello a gettoni... si riesce a controllare:, ,"Il numero di pacchetti al secondo immessi non superi r, ed il massimo burst non superi B.", , ,B,"Token Bucket: Rate medio = r (velocità gettoni), Burst massimo = B (capacità secchiello)."
330. L'architettura MPLS è caratterizzata da:,Un diverso meccanismo (rispetto all'IP puro) per decidere l'interfaccia di uscita verso cui un pacchetto debba essere inoltrato, , , ,A,MPLS usa il Label Swapping (corrispondenza esatta su etichetta) invece del Longest Prefix Match sugli indirizzi IP per il forwarding.
332. Le reti 1.0/24 e 192.168.2.0/24 sono aggregabili in:, ,0.0.0.0/0, , ,B,Le reti 1.0 e 2.0 non sono contigue per una /23. L'unica aggregazione che le include entrambe tra le opzioni (seppur banale) è la default route 0.0.0.0/0.
333. Le soluzioni di VPN di livello 3 basate su MPLS sono caratterizzate da, ,Buon livello di automatizzazione e integrazione tra la dorsale pubblica e le reti private, , ,B,"MPLS L3VPN automatizza lo scambio di rotte tra sedi clienti e provider tramite BGP, rendendo la rete molto scalabile."
335. Le soluzioni di VPN basate su SSL consentono:, , ,Ad un'azienda di rendere disponibili in modo sicuro ai propri dipendenti fuori sede specifiche applicazioni aziendali., ,C,Le SSL VPN sono ideali per dare accesso remoto granulare a specifiche applicazioni web senza configurare client complessi.
338. Gli LSP nell'architettura MPLS:, , , ,Vengono creati (set up) per il trasporto di pacchetti appartenenti ad una classe di equivalenza di inoltro (FEC).,D,Un LSP è il tunnel creato per trasportare una specifica classe di traffico (FEC) attraverso la rete MPLS.
