domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
128. Gli LSP (label switched path) nell'architettura MPLS (multi-protocol label switching) (1890),Rappresentano percorsi alternativi mantenuti nella tabella di un router per l'inoltro di pacchetti verso una destinazione.,Vengono scambiati dai router per costruire una mappa della rete.,Costituiscono il percorso più breve verso una destinazione.,"Vengono creati (set up) per il trasporto di pacchetti appartenenti ad una classe di equivalenza di inoltro (forwarding equivalence class, FEC).",D,"L'LSP è il percorso unidirezionale creato attraverso la rete MPLS. Viene stabilito per trasportare una specifica FEC (un gruppo di pacchetti trattati allo stesso modo, es. stessa destinazione IP)."
129. DiffServ si differenzia da IntServ perché: (1876),DiffServ tende a fornire una garanzia su QoS che IntServ non dà.,DiffServ introduce nuovi protocolli per permettere la prenotazione di risorse allo scopo di ottenere una data QoS.,IntServ tende a fornire una garanzia su QoS che DiffServ non dà.,"DiffServ tende a garantire un tempo massimo di attraversamento, mentre IntServ tende a fornire una banda minima garantita.",C,"IntServ fornisce garanzie assolute (Hard QoS) per ogni singolo flusso tramite prenotazione di risorse. DiffServ fornisce garanzie relative (Soft QoS) per aggregati di traffico, risultando meno preciso ma molto più scalabile."
"130. La tecnica di ""Split Horizon"": (1919)",Prevede che le route ricevute negli annunci di un router vicino vengano sempre annunciate a quel vicino con metrica pari a infinito,"Prevede che un prefisso non venga annunciato al vicino che rappresenta il ""next hop"" verso quella destinazione",Prevede che una destinazione venga dichiarata irraggiungibile nel momento in cui il costo supera una certa soglia di infinito.,Nessuna delle risposte precedenti,B,"Lo Split Horizon è una regola dei protocolli Distance Vector: se un router impara una rotta per la rete X dal vicino A, non deve annunciare la rotta per X indietro ad A, prevenendo loop banali."
131. The difference between link state and distance vector routing algorithms can be summarized as follows: (2485),Link state algorithms send local information only to neighboring nodes; distance vector algorithms send global information to all nodes in the network,Link state algorithms send local information to all nodes in the network; distance vector algorithms send global information only to neighboring nodes,Link state algorithms send global information to all nodes in the network; distance vector algorithms send local information only to neighboring nodes,Nessuna delle precedenti,B,"Negli algoritmi Link State (es. OSPF), ogni router invia informazioni sui propri collegamenti locali a *tutti* i nodi (flooding). Negli algoritmi Distance Vector (es. RIP), ogni router invia la sua intera tabella di routing (info globali) solo ai suoi *vicini* diretti."
132. Un Host A ha indirizzo 192.168.1.1/24 e un Host B 192.168.1.129/25. (1942),Entrambi possono comunicare direttamente l'uno con l'altro.,A può comunicare direttamente con B ma non viceversa.,A ha bisogno di un router per comunicare con B,Non possono comunicare.,B,"L'Host A (mask /24) crede che B (1.129) sia nella sua stessa rete locale e invia il pacchetto direttamente. L'Host B (mask /25, range 1.128-1.255) crede che A (1.1) sia in una rete diversa e cercherà di rispondere inviando il pacchetto al proprio Gateway, non direttamente ad A."
"134. In the LTE core network, packets are routed to/from the Access network by: (2583)",The Mobility Management Entity (MME),The eNodeB,The Packet Data Network Gateway (PGW),The Serving Gateway (SGW),D,Il Serving Gateway (S-GW) è il punto di ancoraggio per la mobilità intra-LTE e gestisce l'instradamento dei pacchetti utente tra la stazione base (eNodeB) e il packet core (P-GW).
"135. Il termine ""Peering"" si riferisce a: (1926)",Il punto di collegamento tra due router di due Internet Service Provider diversi,Lo scambio di informazioni tra un router e una stazione utilizzando un protocollo di routing,Lo scambio di informazioni tra due router OSPF collegati da un virtual link,Lo scambio di informazioni tra due router OSPF della stessa area,A,"Il Peering è l'interconnessione diretta tra due Autonomous System (ISP) per scambiarsi traffico tra i rispettivi clienti, solitamente senza pagamento (settlement-free), distinta dal 'Transit'."
136. Il routing inter-dominio: (1925),"Prevede che ogni router sappia esattamente il percorso, in termini di router attraversati, fatto dai pacchetti verso una destinazione","Prevede che un exterior gateway operi scelte di percorsi, basate su informazioni raccolte tramite protocolli di routing inter-dominio, coerenti con gli accordi esistenti con altri autonomous system",Prevede che ogni router sappia esattamente il costo di raggiungimento di qualsiasi destinazione per poter calcolare il percorso a costo minore,è un concetto che tenderà a sparire,B,"Il routing tra domini (es. BGP) si basa su Policy (accordi commerciali, peering vs transit) piuttosto che sulla semplice ottimizzazione tecnica del percorso (shortest path)."
137. Quale delle seguenti di una tabella di routing fa longest prefix matching con 180.3.13.223 (2695),180.3.13.192/28,180.3.13.224/28,180.3.13.208/29,Nessuna delle precedenti,D,L'indirizzo .223 in binario è 11011111. Nessuna delle subnet elencate fa match. 192/28 va da .192 a .207. 224/28 parte da .224. 208/29 va da .208 a .215.
"138. Un host IPv6 al reboot, acquisirà il seguente indirizzo: (1905)","Non è possibile sapere con precisione l'indirizzo stesso, dal momento che l'indirizzo IPv6 viene ogni volta rigenerato con un numero casuale",Un indirizzo FE80::/32,"Per quanto riguarda l'indirizzo link-local, assumera' lo stesso indirizzo IPv6 che possedeva prima del reboot.",L'indirizzo dipende interamente dalla configurazione che acquisirà dal suo default router.,C,"L'indirizzo Link-Local (fe80::) viene tipicamente autogenerato usando l'identificativo hardware MAC (EUI-64). Poiché il MAC è fisso nell'hardware, l'indirizzo Link-Local rimane lo stesso dopo il riavvio (a meno di Privacy Extensions attive)."
139. Header IPv6 (2043),L'header è di dimensione fissa e non possono essere aggiunte opzioni,L'header è di dimensione variabile,Dimensione dell'header fissa ma con eventuale aggiunta di Header aggiuntivi(?),Nessuna delle precedenti,C,L'header IPv6 base ha una dimensione fissa di 40 byte. Funzionalità aggiuntive (opzioni) possono essere aggiunte concatenando 'Extension Headers' successivi.
140. The static routing (2502),It is an obsolete technology no longer deployed since dynamic routing is preferred over it,Consists in one network node computing routes for other network nodes and providing the computed routes to them,Consists in the automatic learning of routes without exchanging routing information,Consists in the network administrator manually configuring routing information in each router,D,"Il routing statico avviene quando l'amministratore di rete configura manualmente le rotte nella tabella di routing del dispositivo, specificando destinazione e next-hop."
141. una extranet è (2158),una rete che è utilizzata quando serve capacità trasmissiva extra per collegare due siti aziendali,"una parte di una rete privata che è accessibile pubblicamente da internet, a cui sono normalmente collegati server aziendali pubblici","una rete privata che include reti di organizzazioni indipendenti, come per esempio diverse reti aziendali",una rete privata utilizzata per collegare server aggiuntivi come server disco o server di database da utilizzare in caso di bisogno,C,"Una Extranet è un'estensione della Intranet aziendale che consente l'accesso controllato a utenti esterni specifici (partner commerciali, fornitori, clienti), collegando parzialmente reti di organizzazioni diverse."
142. A device equipped with the NAT64 functionality is able to (2403),Operate on 64-bit IP addresses,"Replace the IPv6 header of a packet with an IPv4 one, and vice versa",Convert an IPv6 packet in an Ethernet frame,"Replace the IPv6 destination address in the IPv6 header of a packet with an IPv4 one, and vice versa",B,"NAT64 è un meccanismo di traduzione che permette la comunicazione tra host IPv6-only e server IPv4-only, traducendo gli header dei pacchetti da un protocollo all'altro."
143. Il Solicited Node Multicast Address è: (2206),L'indirizzo multicast utilizzato come indirizzo sorgente in un pacchetto di Neighbor Solicitation,L'indirizzo multicast che viene inserito nel payload di un pacchetto di Neighbor Solicitation,L'indirizzo multicast che viene inserito nel payload di un pacchetto di Neighbor Solicitation,L'indirizzo multicast utilizzato come indirizzo destinazione in un pacchetto di Neighbor Solicitation,D,"Nelle operazioni di Neighbor Discovery (risoluzione indirizzi), il messaggio di richiesta (Neighbor Solicitation) viene inviato all'indirizzo 'Solicited-Node Multicast' associato all'indirizzo IPv6 target, fungendo da destinazione."
145. Un Area Border Router OSPF (1937),Dispone di informazioni riassuntive sulle aree su cui si affaccia e le diffonde nelle aree; non conosce i dettagli di tali aree.,Conosce i dettagli della backbone area,Genera LSA di tipo 5 per descrivere destinazioni esterne al dominio di routing.,"Inoltra, mediante il meccanismo del flooding, tutti gli LSA che riceve da un'area a tutte le altre su cui si affaccia",B,"Un ABR (Area Border Router) collega una o più aree alla Backbone (Area 0). Per definizione, deve mantenere il Link State Database completo (e quindi conoscere i dettagli) sia delle aree a cui è connesso sia della Backbone Area."
146. In che modo MPLS può essere utilizzato per realizzare una VPN? (1873),Per realizzare una VPN di accesso.,MPLS non può essere usato per realizzare VPN.,Può fornire tutto il meccanismo di instradamento in reti overlay o dei collegamenti punto-a-punto in reti peer.,Può fornire collegamenti punto-a-punto in reti overlay o tutto il meccanismo di instradamento in reti peer.,D,"MPLS è versatile e può supportare sia VPN di tipo Overlay/Layer 2 (simulando collegamenti punto-punto come VLL o VPLS) sia VPN di tipo Peer/Layer 3 (dove il provider gestisce il routing, come nelle BGP/MPLS IP VPN)."
147. The IGMP protocol (2506),Allows a host to communicate to other hosts belonging to a given multicast group its own interest in entering the group,Allows a router to communicate to other routers in the Internet network its own interest in receiving the traffic related to a given multicast group,Carries the multicast traffic generated by hosts,Allows a host to communicate to routers in the network its own interest in receiving the traffic related to a given multicast group,D,IGMP (Internet Group Management Protocol) è il protocollo usato dagli host per segnalare al router multicast locale la volontà di unirsi a un gruppo multicast e ricevere il relativo traffico.
"148. In MPLS, il protocollo per l'assegnazione delle label è: (2153)",OSPF,RSVP-TE,IS-IS,L2TP,B,"Mentre LDP è il protocollo base, RSVP-TE (Resource Reservation Protocol - Traffic Engineering) è utilizzato specificamente per assegnare label e riservare risorse quando si creano tunnel MPLS con requisiti di Traffic Engineering."
149. I concetti di Forwarding e Routing: (1910),Sono sinonimi; individuano il processo che permette di trovare un percorso valido per un pacchetto,Sono sinonimi; individuano il processo che permette... di determinare qual è la migliore porta di uscita,Sono concetti differenti; il processo di forwarding mira ad individuare un percorso valido... il processo di routing permette... di determinare qual è la migliore porta di uscita,"Sono concetti differenti; il processo di routing mira ad individuare un percorso valido per un pacchetto, dal mittente al destinatario; il processo di forwarding permette, a fronte di un pacchetto entrante in un nodo di rete, di determinare qual è la migliore porta di uscita verso la destinazione",D,Il Routing (Control Plane) costruisce la mappa della rete e popola la tabella. Il Forwarding (Data Plane) usa quelle informazioni per processare ogni singolo pacchetto in ingresso e spostarlo sulla porta di uscita corretta.
150. VPNs (virtual private networks) are used to (2539),Divide a corporate local area network in a set of separate subnets,Transport private traffic through a shared infrastructure while creating the same conditions the traffic would undergo through a private infrastructure,Partition a private network in multiple networks virtually separated,Nessuna delle precedenti,B,"Le VPN permettono di estendere una rete privata attraverso una rete pubblica condivisa (Internet), simulando le caratteristiche di sicurezza e connettività di una linea privata dedicata."
151. La distribuzione delle etichette in MPLS (Multi-Protocol Label Switching) (2202),Può essere operata utilizzando il protocollo RSVP (Resource ReSerVation Protocol),Non è necessaria quando i nodi della rete utilizzano il protocollo di routing BGP (Border Gateway Protocol),Coinvolge nodi di rete e stazioni,Può essere fatta implicitamente tramite il protocollo di routing OSPF (Open Shortest Path First),A,"In MPLS, le etichette vengono distribuite principalmente tramite LDP (Label Distribution Protocol) oppure tramite RSVP-TE (estensione di RSVP per il Traffic Engineering) quando è necessario prenotare risorse e definire percorsi espliciti."
152. indicate the false claim among the below statements about SSL (Secure Socket Layer)-based VPNs (Virtual Pnvate Networks) (2612),They can use tunnels over TCP or UDP,They operate in kernel space,No Standard solutions are available,They are weak against DOS attacks,B,"Le SSL VPN operano tipicamente in ""User Space"" (livello applicazione/sessione, spesso integrate nel browser o client leggeri), a differenza di IPsec che opera in ""Kernel Space"" (livello rete). Questo le rende più facili da gestire ma potenzialmente meno performanti."
153. II II protocollo RIP è caratterizzato da (2032),L'uso dell'algoritmo di routing link state,La possibilità di essere utilizzato sia per il routing interdominio che per il routing intradominio,La capacità di operare su reti di larghe dimensioni per via della sua capacità di operare in modo gerarchico,Frequenti instabilità e facilità nel creare percorsi di inoltro circolari,D,"Il RIP è un protocollo Distance Vector semplice che soffre di convergenza lenta e problemi di ""Count-to-Infinity"", portando facilmente a loop di routing (percorsi circolari) durante i transitori in topologie complesse."
155. Due host collegati ad una rete Switched Ethernet attraverso porte configurate in modalità (2030),Possono comunicare solo se appartenenti alla stessa VLAN,Non possono comunicare,"Se appartengono a VLAN diverse, possono comunicare solo se sono collegati a switch diversi e il link tra gli switch è configurato in modalità Trunk","Se appartengono a VLAN diverse, è possibile che riescano a comunicare anche se sono collegati a switch diversi e le porte degli switch sono configurate in modalità Access.",D,"Se si collegano due switch tramite porte Access (invece che Trunk) appartenenti a VLAN diverse (es. porta VLAN 10 switch A collegata a porta VLAN 20 switch B), il traffico passa non taggato e le due VLAN vengono ""cortocircuitate"", permettendo la comunicazione (errore di configurazione comune)."
"156. Si consideri una semplice topologia di rete in cui sono presenti quattro router (A, B, C, D). I primi 3 sono collegati tra di loro ad anello (A-B-C-A), mentre il quarto 'e collegato a C attraverso un link punto- punto (C-D). Se gli host utilizzano un algoritmo di routing di tipo flooding e il router A invia un pacchetto a D, quante copie del medesimo pacchetto saranno recapitate al router D? (2164)",1,2,3,E proporzionale al valore del campo Time To Live presente nel pacchetto,D,"In una topologia con cicli (anello A-B-C), il flooding puro senza memoria (o selettività) causa la duplicazione e circolazione dei pacchetti nel loop finché il TTL (Time To Live) non scende a zero. D riceverà copie multiple continuativamente."
157. L'International Mobile Equipment Identity (IMEI) è: (2176),Un codice temporaneo assegnato dall'ISP,Un codice fisso assegnato dal BTS,Un numero telefonico temporaneo assegnato al terminale in base alla sua posizione,"Identifica il dispositivo, è assegnato dal venditore e non è modificabile",D,"L'IMEI è il codice seriale univoco che identifica l'hardware del terminale mobile (telefono), indipendentemente dalla SIM inserita (che è identificata dall'IMSI)."
158. mplementazione Multicast in IPv4 (1944),Disponibile senza necessità di protocolli aggiuntivi,Disponibile ma con protocolli aggiuntivi,Non supportato,Nessuna delle precedenti,B,Il Multicast IPv4 è supportato ma richiede protocolli specifici non inclusi nello stack IP base: IGMP per la gestione dei gruppi lato host e protocolli di routing multicast (es. PIM) lato rete.
159. Quale delle seguenti affermazioni sull'Internet eXchange Point (IXP) è falsa? (2527),è dove router paritetici scambiano informazioni di routing,spesso viene anche identificato attraverso il nome di Neutral Access Point (NAP),connette solo ISP di livello 1,consiste in una LAN dove router di differenti AS sono connessi,C,"Gli IXP (o NAP) sono punti di interscambio aperti a ISP di qualsiasi livello (Tier 1, 2, 3), Content Provider (es. Google, Netflix) e altre reti, non solo ai Tier-1."
160. Cos'è l'effetto ping-pong? (2193),Il proporre la cella di sgancio come cella di aggancio,Il rimbalzo dei segnali all'interno di una cella,Un modo alternativo per definire il concetto di handover,Nessuna delle precedenti,A,"L'effetto ping-pong avviene quando un terminale mobile al bordo di due celle continua a saltare (handover) ripetutamente tra una e l'altra a causa di fluttuazioni nel segnale, proponendo la cella appena lasciata come nuova destinazione."
161. LSP (Label Switched Path) setup in MPLS (Multi-Protocol Label Switching) implies that (2513),Routers connected at the ends of a link share which label should be prepended to packets belonging to the LSP.,The hosts sending and receiving packets belonging to the LSP support MPLS.,Routers at the two ends of the LSP (Label Edge Routers) directly exchange routing information.,The upstream router on a link communicates to the downstream router which label should be prepended to packets belonging to the LSP.,A,"La creazione di un LSP richiede che due router adiacenti si accordino sul significato delle etichette (Label Binding). In genere, è il router ""downstream"" (a valle) che decide l'etichetta e la comunica all'""upstream"" (a monte)."
162. Un indirizzo link-local: (1906),E' utilizzabile per permettere la comunicazione tra stazioni su link locali (es. una LAN) in mancanza di altri indirizzi IPv6.,Serve per collegare fisicamente due stazioni su un link locale.,E' l'indirizzo utilizzato dalle stazioni su una LAN per scambiarsi i dati.,E' utilizzato in tutte le comunicazioni tra stazioni locali.,A,L'indirizzo Link-Local (fe80::) è obbligatorio in IPv6 ed è sufficiente per comunicare con i vicini sullo stesso segmento fisico (link) anche se non c'è un router o un server DHCP globale.
163. The Integrated Services (IntServ) solution has been standardized to (2504),Allow applications to request to and receive from the network the quality of service they need.,Mark packets as belonging to a specific class of service so that they can receive the most suitable service.,Integrate within the network traditional IP routers and MPLS Label Switch Routers,Enable the integrated deployment of IP routers and Ethernet switches to guarantee network connectivity.,A,"IntServ è un'architettura QoS che permette alle applicazioni di segnalare alla rete i propri requisiti (banda, ritardo) tramite RSVP, chiedendo una prenotazione esplicita delle risorse lungo il percorso."
164. The entries of the filtering database of an Ethernet switch (2541),"Have a lifetime, which varies over time, depending on the number of received frames",Have all an infinite lifetime,"Have a lifetime, which is always less than 1 second in order to properly manage device mobility","Have a lifetime, which generally can be set by the switch administrator",D,Le voci nella tabella MAC (Filtering Database) scadono dopo un tempo di inattività (Aging Time) per gestire gli spostamenti degli host. Questo timer è configurabile dall'amministratore (default tipico 300s).
"165. In una stazione utente collegata ad una VPN con accesso centralizzato, i messaggi diretti a stazioni esterne alla VPN passano attraverso: (1894)",Il sito della VPN a cui la macchina utente è collegata.,Non è possibile raggiungere stazioni esterne alla VPN.,Un router specializzato per questi pacchetti.,Vengono inviati direttamente dalla stazione utente al destinatario esterno.,A,"In una VPN ""Full Tunnel"" (accesso centralizzato), tutto il traffico, anche quello diretto a Internet (es. Google), viene incapsulato nel tunnel, arriva al gateway aziendale e da lì esce su Internet."
166. High speed packet access (HSPA): (2198),Utilizza canali dedicati per una migliore trasmissione,Il TTI aumenta 10ms (2ms in UMTS),Utilizza canali condivisi per ridurre lo spreco di risorse,"II TTI di 1ms grazie all'utilizzo di OFDMA, sistemi MIMO e modulazione 64QAM",C,"HSPA migliora l'UMTS introducendo canali condivisi ad alta velocità (HSDPA/HSUPA) che vengono assegnati dinamicamente agli utenti in base alle necessità istantanee, aumentando l'efficienza spettrale."
167. One of the main strengths of the IPv6 protocol is (2508),"The possibility to use 10Gb/s channels, a feature not available in IPv4",The possibility to enable a routing mechanism based on names and no longer on addresses,The large size of the addressing space,"The encryption of the packet payload, available by default for all the packets sent by a host",C,"Il vantaggio principale e trainante di IPv6 è l'enorme spazio di indirizzamento (128 bit), che risolve definitivamente l'esaurimento degli indirizzi IPv4 (32 bit)."
168. Nel meccanismo del secchiello a gettoni si riesce a controllare: (1879),Il tempo di attraversamento massimo di un router.,La gestione interna delle code con WFQ.,La velocità minima di immissione dei dati.,Il burst size massimo e la velocità media di immissione dei dati.,D,"Il Token Bucket è l'algoritmo standard per il Traffic Policing/Shaping: i gettoni rigenerati controllano la velocità media (Rate), mentre la capacità del secchiello controlla la dimensione massima del picco di traffico consentito (Burst)."
169. The paging procedure in a cellular network is used for (2507),Notifying the mobile terminal that it has to be contacted,Notifying the mobile terminal that it is going to change the cell,Forcing the mobile terminal to apply proper memory sharing policies,Sending an SMS,A,"Il Paging è il processo con cui la rete cerca un utente in idle mode (che non ha una connessione attiva) per notificargli una chiamata in arrivo o dati in attesa, trasmettendo un messaggio in tutta la Location Area."
170. la più piccola aggregazione che può contenere le due reti IP 130.192.0.0/25 e 130.192.1.0/25 (2159),130.192.1.0/23,130.192.0.0/24,130.192.1.0/24,130.192.0.0/23,D,"Per aggregare 130.192.0.x e 130.192.1.x serve una maschera che ignori il bit che cambia (il bit 2^0 del terzo ottetto). La /23 (maschera 255.255.254.0) copre il range 0.0 - 1.255, includendo entrambe le sottoreti."
171. In una rete IPV4 (1962),"Una stazione è raggiunta da un pacchetto multicast relativo a un particolare gruppo solo se iscritta a quel gruppo, qualunque sia la tecnologia di liv 2 utilizzata",Una stazione può essere raggiunta da un pacchetto multicast relativo ad un particolare gruppo anche se non è iscritta a quel gruppo,Una stazione non è in grado di comprendere un pacchetto IPV4 multicast,Una stazione consegna sempre al livello applicazione tutti i multicast ricevuti,B,"A livello 2 (Ethernet), i frame multicast vengono trattati come broadcast dagli switch semplici (senza IGMP Snooping) e inoltrati a tutte le porte. Quindi la scheda di rete riceve il pacchetto e lo scarta via software se non è interessata."
172. Le procedure di Neighbor Discovery in IPv6 (2154),è basata su ARPv6,è basata su un pacchetto ICMPv6 inviato in broadcast,è basata sun un pacchetto ICMPv6 inviato in multicast,richiede che la rete supporti anche IPv4,C,"(Duplicato) NDP usa messaggi ICMPv6 inviati a indirizzi Multicast specifici (Solicited-Node), evitando il broadcast."
"173. Among the four proposed alternatives, which is the smallest valid aggregation that can represent the IP networks 130.192.1.0/24 and 130.192.2.0/24 in a routing table? (2503)",130.192.1.0/23,0.0.0.0/0,130.192.1.0/23,130.192.0.0/23,B,"Le reti 1.0 e 2.0 non sono contigue per un blocco di potenza di due (1 è dispari, 2 è pari). Una /23 unisce (0,1) oppure (2,3). Una /22 unisce (0,1,2,3). Tra le opzioni date, solo la default route (0.0.0.0/0) le copre entrambe, le altre sono errate matematicamente (es. 1.0/23 non esiste come blocco valido che parte da 1)."
174. La procedura di paging in una rete cellulare (2715),E' basata su un messaggio che viene diffuso in modalità broadcast nell'intera rete cellulare,E' basata su un messaggio che viene diffuso in modalità broadcast all'interno della location area in cui si trova il terminale,E' riferita alla procedura usata dal terminale per gestire la memoria interna,E' riferita alla procedura usata dal terminale per aggiornare la loro posizione corrente in un database centrale,B,"Per trovare l'utente, la rete invia il messaggio di paging a tutte le celle appartenenti alla ""Location Area"" dove l'utente si è registrato l'ultima volta, non in tutta la rete nazionale."
175. The IPv6 Extension Headers are (2518),"Header chains that can be added to the main IPv6 header in order to move to the network layer some features that are typically of the transport layer (e.g., the transmission of acknowledges)",Padding techniques adopted to make the IPv6 packet of fixed size equal to 40 bytes,Header chains that can be added to the main IPv6 header in order to offer additional features,Padding techniques adopted to fix the size of the layer 2 frame containing the IPv6 packet,C,"Gli Extension Header (es. Hop-by-Hop, Routing, Fragment) sono inseriti tra l'header IPv6 e il payload per aggiungere funzionalità opzionali senza appesantire l'header base."
176. Indicate the false claim among the below statements about the Link State algorithm (2296),A: The Link State algorithm converges faster than the Distance Vector algorithm,B: The RIP (Routing Information Protocol) protocol is based on the Link State algorithm,C: The Link State algorithm seldom generates loops,D: The Link State algorithm exchanges less information than the Distance Vector algorithm.,B,L'affermazione falsa è che RIP sia Link State. RIP è l'esempio classico di protocollo Distance Vector (basato sull'algoritmo di Bellman-Ford).
"178. Per realizzare una VPN usando MPLS, al livello 3 secondo il modello peer, è possibile: (1888)",Utilizzare una versione opportunamente modificata del BGP.,Utilizzare una versione opportunamente modificata del TCP.,Utilizzare una versione opportunamente modificata del RIP.,Utilizzare una versione opportunamente modificata del RTP.,A,MPLS L3VPN utilizza Multi-Protocol BGP (MP-BGP) per trasportare le rotte VPN dei clienti (identificate da Route Distinguisher) attraverso la dorsale del provider.
179. Il protocollo RSVP (Resource reSerVation Protocol) è in grado di: (1977),Limitare le variazioni di ritardo (jitter) subite dai pacchetti nei router,Far conoscere ai router le richieste di qualità di servizio avanzate dalle applicazioni,Riservare risorse di calcolo nei server che condividono i loro processori,Verificare i ritardi e le perdite subiti dai pacchetti di applicazioni multimediali sulla rete.,B,"RSVP è un protocollo di segnalazione usato dalle applicazioni per richiedere (prenotare) una specifica QoS (banda, latenza) ai router lungo il percorso."
180. vantaggio fibra ottica (1952),maggiore velocità nelle trasmissioni sul canale,switch ottici performanti e bassa complessità,Nessuna delle precedenti,Nessuna delle precedenti,B,"(Nota: La domanda originale è ambigua nelle opzioni, ma la soluzione indicata è B). Gli switch ottici (OXC) permettono di commutare enormi quantità di dati direttamente a livello fotonico senza costose conversioni ottico-elettrico-ottico."
181. Gli indirizzi link-local (1887),Sono validi all'interno di una organizzazione che li può utilizzare per assegnare indirizzi alle macchine nelle varie sottoreti della propria intranet,Non possono essere assegnati ai router.,"Sono normalmente costruiti automaticamente dalla stazione a partire dall'indirizzo MAC della propria scheda, a cui si pre-pende un prefisso predefinito.",Vengono utilizzati per identificare macchine che svolgono un certo servizio (ad esempio server DNS).,C,"Gli indirizzi Link-Local IPv6 (fe80::/10) sono spesso autogenerati usando il metodo EUI-64: si prende il MAC address (48 bit), si inserisce FFFE al centro e si inverte il 7° bit."
"182. La tecnica di forwarding ""Label Swapping"": (1911)",Non è adatta qualora si abbia la necessità di fornire garanzie di qualità del servizio nell'inoltro dei pacchetti,"Prevede che un pacchetto dati mantenga la stessa etichetta (""label"") per tutto il percorso dal nodo sorgente a quello destinazione",Richiede che tutti i nodi presenti sul percorso condividano esattamente la stessa tabella di forwarding,"Può richiedere una fase di ""Path Setup"" per la determinazione del percorso",D,"In MPLS (che usa Label Swapping), prima di poter inoltrare i pacchetti, è necessario stabilire il percorso (LSP) e distribuire le etichette lungo i nodi. Questa fase di setup (segnalazione) è preliminare all'invio dei dati."
183. Due stazioni A e B appartengono alla stessa rete fisica e hanno rispettivamente indirizzi IP 130.192.1.1/25 e 130.192.1.129/24. (1963),A comunica direttamente con B e viceversa,A comunica direttamente con B ma non viceversa,A comunica con B solo attraverso un router,A non può comunicare con B,C,"A ha netmask /25 (0-127), quindi vede B (129) come ""esterno"" e manda al router. B ha netmask /24 (0-255), vede A (1) come ""interno"" e manderebbe ARP. Poiché il percorso di andata richiede il router, la comunicazione completa dipende dalla presenza del router. La risposta C è la più corretta tecnicamente per descrivere il flusso A->B."
184. Un Autonomous System è: (1927),Un calcolatore in grado di autoconfigurarsi,"Una zona di una rete IP amministrata, soprattutto da punto di vista del routing, autonomamente dalle altre e con delle connessioni con almeno altri due Autonomous System",Un dispositivo di rete in grado di scoprire autonomamente la strada migliore lungo cui inoltrare pacchetti per le destinazioni,La rete di un ISP,B,Definizione formale di AS: un insieme di reti IP sotto il controllo di una singola entità amministrativa che presenta una politica di routing comune e coerente verso Internet.
185. Nel routing isolato: (1916),"Ogni router calcola, attraverso scambi di messaggi con i soli vicini, la propria tabella di routing","Ogni router calcola, attraverso scambi di messaggi con tutti i router nella rete, la propria tabella di routing","Ogni router calcola, analizzando solamente il traffico che lo attraversa, la propria tabella di routing","Alcune porzioni della rete vengono isolate dai rimanenti router, impedendo il transito di dati tra la porzione pubblica della rete e quella isolata",C,"Nel routing isolato (es. Backward Learning o Hot Potato), i nodi prendono decisioni basandosi solo su informazioni locali o osservando il traffico passante, senza scambiare complesse tabelle di routing con altri nodi."
186. Qual è un vantaggio di utilizzare un algoritmo di routing di tipo Link State rispetto ad uno di tipo Distance Vector? (1955),"La presenza del Link State Database elimina la necessità di avere una routing table, con un risparmio di memoria","Avendo a disposizione il Link State Database, ogni router è in grado di calcolare autonomamente i percorsi verso ogni destinazione",Una minore richiesta in termini di potenza elaborativa per l'esecuzione dell'algoritmo,Minori errori di instradamento in quanto i Link State sono scambiati dai router con una frequenza molto elevata,B,"Poiché ogni router ha la mappa completa della rete (LSDB), può calcolare l'albero dei percorsi minimi (SPF) in modo autonomo e privo di loop, senza dipendere dal calcolo ""per sentito dire"" dei vicini (come in Distance Vector)."
187. In un pacchetto che viaggia su un tunnel GRE quante intestazioni possono essere presenti? (1869),"Una sola, altrimenti l'indirizzamento è ambiguo.","Due intestazioni, ma quella interna può solo contenere indirizzi privati.","Due intestazioni, senza particolari limitazioni.","Due intestazioni, ma quella esterna può solo contenere indirizzi privati.",C,"Un pacchetto GRE ha almeno due header IP: quello esterno (Delivery Header) per instradare il tunnel su Internet, e quello interno (Payload Header) del pacchetto originale trasportato. GRE può incapsulare quasi ogni protocollo di rete."
188. Nell'algoritmo del secchiello a gettoni: (1866),La capacità del secchiello è legata alla velocità media sul lungo periodo.,La capacità del secchiello è legata al massimo burst size.,La capacità del secchiello ha relazione diretta con la banda.,Serve per implementare il weighted fair queuing.,B,"La dimensione del secchiello (B) rappresenta il numero massimo di token accumulabili. Poiché ogni byte trasmesso consuma un token, B determina la dimensione massima del ""burst"" (raffica) di dati che può essere trasmesso istantaneamente alla massima velocità."
189. Il protocollo RIP è caratterizzato da (1975),L'uso dell'algoritmo di routing link state,La possibilità di essere utilizzato sia per il routing interdominio che per il routing intradominio,La capacità di operare su reti di larghe dimensioni per via della sua capacità di operare in modo gerarchico,Frequenti instabilità e facilità nel creare percorsi di inoltro circolari,D,"(Duplicato) RIP è noto per la lenta convergenza e la tendenza a creare loop (routing loops) durante i guasti, mitigati solo parzialmente da tecniche come Split Horizon e Poison Reverse."
